Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2014,42,Aguascalientes,30,182,455,,0,4,5,,0,1,3,
2014,42,Baja California,14,292,1179,,1,67,82,,1,20,51,
2014,42,Baja California Sur,9,133,445,,1,19,14,,1,5,5,
2014,42,Campeche,17,137,375,,3,4,6,,2,8,12,
2014,42,Coahuila,40,324,1229,,5,125,130,,0,23,48,
2014,42,Colima,9,151,535,,3,46,52,,0,3,10,
2014,42,Chiapas,24,145,808,,7,90,57,,1,17,22,
2014,42,Chihuahua,113,817,2838,,0,117,150,,3,34,56,
2014,42,Distrito Federal,181,2854,7695,,1,74,90,,2,36,51,
2014,42,Durango,53,305,1191,,5,35,33,,0,6,10,
2014,42,Guanajuato,20,81,324,,1,11,13,,0,0,2,
2014,42,Guerrero,11,101,406,,2,100,63,,0,13,16,
2014,42,Hidalgo,43,247,1056,,4,78,80,,0,7,12,
2014,42,Jalisco,91,720,2238,,7,102,98,,1,23,36,
2014,42,México,126,1052,3952,,10,267,218,,2,70,67,
2014,42,Michoacán,66,418,1626,,3,111,79,,0,29,28,
2014,42,Morelos,57,296,1355,,0,48,31,,0,5,17,
2014,42,Nayarit,39,275,914,,7,50,38,,1,24,41,
2014,42,Nuevo León,51,565,2030,,11,152,149,,4,74,92,
2014,42,Oaxaca,15,211,759,,6,81,55,,0,10,12,
2014,42,Puebla,37,211,743,,2,68,58,,1,2,10,
2014,42,Querétaro,8,98,287,,0,8,4,,0,2,2,
2014,42,Quintana Roo,2,68,285,,0,28,26,,0,5,14,
2014,42,San Luis Potosí,67,414,1378,,0,14,31,,2,9,13,
2014,42,Sinaloa,52,360,1529,,4,146,156,,1,57,89,
2014,42,Sonora,27,378,1333,,0,82,69,,0,43,49,
2014,42,Tabasco,29,211,766,,0,45,18,,0,3,8,
2014,42,Tamaulipas,74,536,1918,,10,171,149,,4,35,56,
2014,42,Tlaxcala,4,32,97,,0,12,11,,0,0,2,
2014,42,Veracruz,64,468,1918,,6,107,87,,3,21,48,
2014,42,Yucatán,14,227,899,,0,67,45,,0,20,33,
2014,42,Zacatecas,20,190,614,,1,14,4,,0,0,2,
