Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2015,05,Aguascalientes,28,53,98,5,0,5,1,1,1,0,2,0
2015,05,Baja California,14,20,67,151,1,4,5,15,0,1,4,10
2015,05,Baja California Sur,10,12,37,38,0,0,0,7,0,0,0,0
2015,05,Campeche,9,14,40,15,0,4,1,1,1,2,2,0
2015,05,Coahuila,36,38,98,98,2,8,8,30,3,4,3,3
2015,05,Colima,23,17,52,52,4,8,3,4,0,0,0,2
2015,05,Chiapas,55,47,142,44,1,7,5,10,0,3,0,2
2015,05,Chihuahua,112,131,263,141,5,2,9,17,0,0,2,6
2015,05,Distrito Federal,204,199,616,461,6,5,7,27,3,5,1,5
2015,05,Durango,31,64,170,50,0,2,3,3,0,0,0,3
2015,05,Guanajuato,13,6,41,10,0,1,1,1,0,0,0,1
2015,05,Guerrero,5,4,24,44,0,3,1,12,0,1,0,1
2015,05,Hidalgo,24,28,72,64,3,4,7,19,0,0,0,2
2015,05,Jalisco,84,85,267,72,6,12,11,1,0,1,2,1
2015,05,México,110,92,334,327,8,28,19,67,1,5,1,21
2015,05,Michoacán,61,58,161,96,1,5,6,15,1,0,2,5
2015,05,Morelos,42,30,141,91,7,6,8,1,2,2,6,0
2015,05,Nayarit,27,14,47,80,4,1,5,6,1,2,1,4
2015,05,Nuevo León,14,10,50,161,12,15,5,19,1,0,1,12
2015,05,Oaxaca,24,16,58,45,7,13,2,8,0,0,0,3
2015,05,Puebla,41,54,121,58,7,12,15,10,0,0,0,0
2015,05,Querétaro,6,7,28,5,0,1,0,0,0,0,0,0
2015,05,Quintana Roo,15,14,47,32,0,0,0,11,0,0,1,2
2015,05,San Luis Potosí,61,44,109,55,0,0,1,3,0,0,0,2
2015,05,Sinaloa,42,31,112,60,1,2,5,12,1,0,2,3
2015,05,Sonora,37,33,76,108,0,0,0,13,0,0,0,12
2015,05,Tabasco,18,16,49,36,1,2,3,4,0,0,0,1
2015,05,Tamaulipas,35,45,129,162,1,2,4,27,0,1,1,10
2015,05,Tlaxcala,1,1,2,1,1,1,0,0,1,1,0,0
2015,05,Veracruz,87,46,183,125,3,12,4,10,0,0,4,3
2015,05,Yucatán,3,8,20,73,1,0,1,4,0,0,0,5
2015,05,Zacatecas,21,18,60,51,1,1,0,1,0,0,0,0
