Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2014,09,Aguascalientes,2,7,15,,1,0,2,,0,0,0,
2014,09,Baja California,51,72,248,,11,21,25,,0,4,15,
2014,09,Baja California Sur,4,11,37,,0,4,4,,0,0,0,
2014,09,Campeche,17,24,76,,1,1,6,,0,4,3,
2014,09,Coahuila,44,51,163,,5,26,23,,0,3,6,
2014,09,Colima,12,27,90,,3,7,11,,0,0,2,
2014,09,Chiapas,15,17,95,,3,10,5,,2,4,4,
2014,09,Chihuahua,67,65,293,,8,23,24,,1,1,11,
2014,09,Distrito Federal,309,382,1047,,10,24,71,,1,5,5,
2014,09,Durango,9,26,79,,0,2,2,,0,2,3,
2014,09,Guanajuato,18,6,40,,2,3,5,,0,0,1,
2014,09,Guerrero,14,21,70,,10,19,8,,0,2,4,
2014,09,Hidalgo,23,28,98,,1,12,14,,0,0,0,
2014,09,Jalisco,49,48,190,,0,3,5,,0,1,3,
2014,09,México,108,154,595,,12,61,47,,2,12,14,
2014,09,Michoacán,39,57,210,,9,21,19,,2,7,8,
2014,09,Morelos,65,56,220,,2,19,5,,1,0,5,
2014,09,Nayarit,10,36,136,,2,7,6,,2,0,8,
2014,09,Nuevo León,61,88,268,,13,23,32,,5,9,17,
2014,09,Oaxaca,26,26,120,,0,12,9,,2,4,4,
2014,09,Puebla,7,18,71,,1,11,5,,0,0,0,
2014,09,Querétaro,7,11,16,,0,1,2,,0,0,0,
2014,09,Quintana Roo,18,24,66,,0,6,6,,1,1,5,
2014,09,San Luis Potosí,29,35,176,,2,3,2,,1,3,1,
2014,09,Sinaloa,35,45,218,,9,36,33,,2,8,15,
2014,09,Sonora,37,53,224,,5,23,14,,5,12,16,
2014,09,Tabasco,32,33,117,,1,8,3,,1,0,2,
2014,09,Tamaulipas,29,54,243,,1,30,21,,1,6,9,
2014,09,Tlaxcala,3,1,3,,0,0,0,,0,0,0,
2014,09,Veracruz,72,96,463,,4,12,19,,2,2,4,
2014,09,Yucatán,31,28,142,,2,8,10,,3,5,6,
2014,09,Zacatecas,16,26,84,,0,3,2,,0,0,1,
