Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2021,04,Aguascalientes,12,7,30,84,3,4,1,10,1,0,1,4
2021,04,Baja California,71,49,116,198,1,4,2,15,1,0,2,7
2021,04,Baja California Sur,18,27,32,28,1,2,2,0,1,0,1,1
2021,04,Campeche,13,17,34,74,0,1,0,7,0,0,0,1
2021,04,Coahuila,30,12,52,77,3,5,1,11,1,1,1,3
2021,04,Colima,18,9,34,53,6,10,4,26,2,1,2,10
2021,04,Chiapas,11,8,41,61,6,3,7,13,0,1,1,1
2021,04,Chihuahua,91,72,186,607,3,8,8,32,2,5,1,14
2021,04,Ciudad de México,193,165,355,705,2,6,2,26,1,1,1,9
2021,04,Durango,62,38,138,257,3,4,5,11,0,0,0,3
2021,04,Guanajuato,50,32,107,130,1,1,2,9,0,0,0,1
2021,04,Guerrero,36,16,52,66,0,1,1,3,0,0,0,1
2021,04,Hidalgo,21,16,56,136,2,5,2,6,0,0,0,5
2021,04,Jalisco,115,88,244,435,6,8,11,34,1,2,4,11
2021,04,México,87,58,182,309,3,8,3,28,0,0,0,4
2021,04,Michoacán,74,63,112,152,2,1,2,8,1,0,3,10
2021,04,Morelos,26,13,66,147,0,1,1,15,0,1,0,2
2021,04,Nayarit,25,41,96,256,0,0,0,5,1,2,0,1
2021,04,Nuevo León,42,54,107,203,3,7,2,21,1,4,3,13
2021,04,Oaxaca,10,22,19,60,1,2,0,15,0,0,1,4
2021,04,Puebla,37,34,77,114,2,2,3,9,0,0,0,1
2021,04,Querétaro,4,9,15,34,0,0,0,2,0,0,0,3
2021,04,Quintana Roo,23,21,58,86,0,0,1,3,0,0,0,0
2021,04,San Luis Potosí,30,20,69,138,2,3,1,8,1,0,3,3
2021,04,Sinaloa,61,35,116,250,4,6,8,28,0,0,1,21
2021,04,Sonora,44,38,82,68,2,5,1,11,0,1,0,4
2021,04,Tabasco,10,4,40,96,2,2,0,7,1,0,1,5
2021,04,Tamaulipas,36,42,114,271,2,6,6,9,1,0,1,11
2021,04,Tlaxcala,17,10,31,39,0,2,0,11,0,0,0,1
2021,04,Veracruz,113,81,233,365,13,18,11,38,3,5,2,9
2021,04,Yucatán,24,21,52,76,1,3,2,3,0,0,1,3
2021,04,Zacatecas,14,7,36,90,0,0,0,3,0,0,0,2
