Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2020,35,Aguascalientes,18,169,583,1108,0,18,11,54,0,5,5,13
2020,35,Baja California,49,600,1446,3000,2,46,39,175,1,15,32,130
2020,35,Baja California Sur,13,105,317,563,0,8,3,33,0,3,1,6
2020,35,Campeche,20,172,342,720,0,11,16,39,0,7,6,18
2020,35,Coahuila,16,170,546,1119,0,52,53,171,0,20,12,71
2020,35,Colima,14,151,448,1145,2,76,87,117,1,23,26,24
2020,35,Chiapas,13,112,405,827,2,33,16,106,0,5,7,38
2020,35,Chihuahua,81,1180,3026,7273,7,112,107,381,3,37,65,209
2020,35,Ciudad de México,198,2406,5425,13808,3,113,107,1136,0,20,35,141
2020,35,Durango,89,669,1790,3237,1,36,32,155,1,4,18,42
2020,35,Guanajuato,43,351,1174,2105,0,23,23,119,0,4,10,37
2020,35,Guerrero,20,181,545,1621,0,17,10,61,0,3,4,12
2020,35,Hidalgo,16,224,850,1745,0,22,15,85,1,8,27,40
2020,35,Jalisco,159,1301,3612,6236,7,164,124,513,2,47,69,191
2020,35,México,103,898,2452,5630,3,98,94,400,1,19,21,84
2020,35,Michoacán,49,558,1416,2198,7,77,72,186,3,27,51,71
2020,35,Morelos,37,297,991,1620,0,55,37,176,0,10,9,45
2020,35,Nayarit,73,662,2001,2412,2,14,15,64,0,8,6,76
2020,35,Nuevo León,58,598,1348,3106,7,86,57,229,1,32,34,107
2020,35,Oaxaca,21,197,532,1139,0,47,20,106,0,7,13,47
2020,35,Puebla,27,393,836,2096,0,47,40,182,1,6,15,40
2020,35,Querétaro,12,85,286,662,1,24,6,51,0,11,7,25
2020,35,Quintana Roo,17,181,578,1020,2,4,7,29,0,2,2,20
2020,35,San Luis Potosí,35,370,974,1973,2,49,47,92,0,6,19,36
2020,35,Sinaloa,45,498,1573,2907,2,79,97,329,0,40,53,169
2020,35,Sonora,41,220,709,1563,1,63,23,148,1,22,28,73
2020,35,Tabasco,24,328,804,1557,0,33,22,104,1,19,20,95
2020,35,Tamaulipas,53,720,1585,3137,1,42,43,206,4,18,30,120
2020,35,Tlaxcala,17,90,312,505,0,19,16,47,1,3,6,12
2020,35,Veracruz,68,685,2016,4887,7,156,110,497,1,27,45,179
2020,35,Yucatán,16,137,512,1192,1,14,14,58,0,6,6,26
2020,35,Zacatecas,35,293,727,1285,1,11,13,57,0,3,7,16
