Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2021,12,Aguascalientes,18,35,112,372,1,6,3,19,0,0,2,9
2021,12,Baja California,81,274,640,912,6,27,9,51,0,5,12,23
2021,12,Baja California Sur,10,64,123,142,0,8,2,7,0,1,1,3
2021,12,Campeche,13,66,136,263,2,6,6,24,1,4,5,11
2021,12,Coahuila,25,77,201,325,4,13,4,56,1,8,2,18
2021,12,Colima,19,45,128,250,8,31,20,73,2,2,4,26
2021,12,Chiapas,31,65,209,271,3,14,16,32,0,7,3,8
2021,12,Chihuahua,103,327,940,2316,5,33,25,133,2,15,10,60
2021,12,Ciudad de México,267,757,1740,3473,2,20,20,139,1,2,15,42
2021,12,Durango,47,138,440,971,2,11,16,38,0,0,3,13
2021,12,Guanajuato,86,172,531,697,5,21,8,25,2,0,4,8
2021,12,Guerrero,27,59,172,398,4,4,9,13,0,1,0,6
2021,12,Hidalgo,39,73,267,599,1,10,6,16,0,0,0,16
2021,12,Jalisco,141,400,1247,2049,10,44,35,145,4,15,20,70
2021,12,México,122,371,864,1671,5,29,21,116,1,7,5,22
2021,12,Michoacán,48,205,420,701,6,18,19,72,0,6,11,38
2021,12,Morelos,51,100,272,661,0,8,9,67,0,2,1,11
2021,12,Nayarit,27,129,330,1350,2,4,3,16,0,5,3,4
2021,12,Nuevo León,44,184,433,835,4,21,14,75,1,7,8,33
2021,12,Oaxaca,13,57,123,365,0,5,8,45,0,0,1,11
2021,12,Puebla,77,173,364,573,0,13,10,48,0,0,1,12
2021,12,Querétaro,15,28,104,159,1,3,2,16,0,0,2,9
2021,12,Quintana Roo,23,72,234,409,0,3,4,7,0,1,0,1
2021,12,San Luis Potosí,46,107,282,587,1,8,7,51,1,4,5,14
2021,12,Sinaloa,62,143,513,1012,3,31,26,132,0,8,8,70
2021,12,Sonora,64,140,401,369,3,15,7,42,6,9,3,22
2021,12,Tabasco,28,50,185,630,1,8,6,42,0,1,7,20
2021,12,Tamaulipas,58,205,456,1044,2,18,15,53,3,5,11,36
2021,12,Tlaxcala,25,60,130,141,1,7,1,22,0,1,0,3
2021,12,Veracruz,110,312,848,1426,13,67,37,155,2,13,13,54
2021,12,Yucatán,32,73,228,403,2,6,8,16,1,0,4,9
2021,12,Zacatecas,42,51,238,454,0,2,0,12,2,2,2,4
