Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2024,09,Aguascalientes,31,68,183,226,2,7,3,8,0,1,3,4
2024,09,Baja California,119,254,561,659,2,16,13,35,3,5,8,16
2024,09,Baja California Sur,15,38,103,302,2,8,5,5,0,2,1,1
2024,09,Campeche,21,60,162,232,1,11,9,10,1,3,2,7
2024,09,Coahuila,64,125,294,541,5,29,15,27,2,4,12,12
2024,09,Colima,73,187,357,289,5,24,20,51,1,5,9,27
2024,09,Chiapas,60,134,382,306,2,11,7,33,0,2,3,8
2024,09,Chihuahua,200,364,1016,1063,17,53,39,46,3,14,15,28
2024,09,Ciudad de México,552,1089,2772,3413,11,39,28,49,0,4,7,6
2024,09,Durango,88,205,518,693,7,34,29,68,1,4,6,6
2024,09,Guanajuato,182,198,768,947,4,13,12,40,2,3,4,10
2024,09,Guerrero,59,117,311,487,1,12,9,19,0,1,1,3
2024,09,Hidalgo,74,91,440,409,0,4,8,17,0,0,1,7
2024,09,Jalisco,226,471,1032,1683,11,64,56,141,4,8,12,45
2024,09,México,237,503,1395,2042,9,33,33,99,0,4,6,30
2024,09,Michoacán,110,244,581,596,10,26,36,44,5,4,13,6
2024,09,Morelos,74,113,376,569,8,31,30,60,1,2,4,8
2024,09,Nayarit,60,148,305,468,0,0,1,9,1,2,5,7
2024,09,Nuevo León,80,194,442,1019,4,23,22,53,1,3,8,15
2024,09,Oaxaca,40,107,196,413,2,16,8,36,1,6,12,8
2024,09,Puebla,79,160,377,560,3,8,6,19,1,3,1,2
2024,09,Querétaro,39,45,214,122,2,8,3,5,1,2,2,1
2024,09,Quintana Roo,49,101,214,188,1,6,5,15,0,1,2,2
2024,09,San Luis Potosí,97,139,462,409,7,20,15,38,1,3,13,7
2024,09,Sinaloa,102,210,531,597,10,38,36,68,7,20,12,27
2024,09,Sonora,91,114,419,498,4,18,10,24,3,3,13,16
2024,09,Tabasco,89,223,551,845,1,12,7,57,1,1,4,14
2024,09,Tamaulipas,82,168,462,590,6,37,22,65,6,14,14,32
2024,09,Tlaxcala,33,36,141,196,0,1,0,8,2,0,2,2
2024,09,Veracruz,135,218,762,1046,8,72,55,130,5,11,17,47
2024,09,Yucatán,97,140,405,351,2,9,6,20,1,2,5,5
2024,09,Zacatecas,57,83,262,248,0,3,0,6,0,2,0,1
