Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2020,19,Aguascalientes,11,115,384,519,0,16,9,27,0,4,5,9
2020,19,Baja California,60,344,837,1539,4,33,33,104,1,10,21,57
2020,19,Baja California Sur,13,45,188,278,0,7,1,18,0,3,1,1
2020,19,Campeche,6,111,246,387,0,11,14,16,0,6,6,11
2020,19,Coahuila,10,94,350,510,1,36,44,100,1,14,10,32
2020,19,Colima,7,98,267,619,2,53,52,31,1,13,23,2
2020,19,Chiapas,7,66,264,462,0,21,13,56,2,4,7,21
2020,19,Chihuahua,48,825,2057,3834,4,81,77,198,2,24,49,95
2020,19,Ciudad de México,86,1297,3296,7343,1,95,84,837,0,19,31,82
2020,19,Durango,41,361,1001,1723,0,25,24,71,1,4,12,24
2020,19,Guanajuato,26,217,739,1037,1,16,16,57,0,4,7,22
2020,19,Guerrero,6,128,349,778,0,12,10,35,0,3,3,2
2020,19,Hidalgo,6,152,600,882,1,17,12,37,0,7,19,25
2020,19,Jalisco,102,760,1954,3130,8,106,88,241,1,36,49,93
2020,19,México,36,559,1629,2791,2,79,64,200,0,16,17,47
2020,19,Michoacán,43,328,747,1179,2,49,55,87,2,17,38,39
2020,19,Morelos,19,188,662,823,1,44,33,88,0,9,8,25
2020,19,Nayarit,32,418,1255,1075,0,9,11,34,0,5,4,34
2020,19,Nuevo León,43,379,829,1601,1,51,36,119,1,16,25,55
2020,19,Oaxaca,14,143,375,596,0,41,14,65,1,6,10,23
2020,19,Puebla,30,279,584,1064,0,34,25,81,0,6,8,23
2020,19,Querétaro,10,52,170,352,0,15,5,24,1,7,5,12
2020,19,Quintana Roo,8,119,406,483,0,2,4,13,0,2,0,10
2020,19,San Luis Potosí,15,236,575,1048,1,37,35,51,0,5,15,21
2020,19,Sinaloa,27,310,1009,1493,0,71,88,178,1,36,42,87
2020,19,Sonora,30,127,382,742,2,44,15,81,1,11,20,39
2020,19,Tabasco,22,218,588,691,0,29,22,46,1,16,17,32
2020,19,Tamaulipas,45,432,997,1827,0,30,32,103,0,15,21,59
2020,19,Tlaxcala,10,43,188,227,0,15,14,33,0,1,3,5
2020,19,Veracruz,42,478,1462,2601,9,109,85,244,1,22,39,92
2020,19,Yucatán,5,101,372,644,0,10,9,28,0,5,6,13
2020,19,Zacatecas,17,169,443,650,0,7,10,32,0,3,4,10
