Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2018,49,Aguascalientes,27,361,1072,2796,1,38,41,94,0,10,14,30
2018,49,Baja California,92,1292,3506,3624,10,126,115,183,0,35,64,90
2018,49,Baja California Sur,9,203,574,994,0,19,16,36,0,8,7,18
2018,49,Campeche,21,337,948,1208,5,37,31,51,0,10,14,24
2018,49,Coahuila,18,280,652,1712,0,24,19,294,1,5,8,82
2018,49,Colima,29,314,1071,1267,1,48,48,105,0,10,20,28
2018,49,Chiapas,34,417,1133,1673,2,93,76,143,3,18,29,36
2018,49,Chihuahua,256,2955,7304,9462,14,251,280,488,2,62,133,239
2018,49,Ciudad de México,439,4546,12696,16914,45,485,476,490,4,76,134,210
2018,49,Durango,87,929,3207,4260,1,108,135,219,2,27,45,49
2018,49,Guanajuato,59,627,2221,2596,5,78,67,181,1,27,21,81
2018,49,Guerrero,32,390,1213,1812,0,46,36,158,2,9,18,49
2018,49,Hidalgo,48,473,1632,2252,3,66,60,149,3,16,16,54
2018,49,Jalisco,147,2652,7104,10197,12,440,411,913,9,141,153,271
2018,49,México,152,2189,6357,9388,5,221,183,474,1,40,55,133
2018,49,Michoacán,72,1194,2960,4217,4,141,139,253,0,29,41,52
2018,49,Morelos,38,521,1670,2276,4,131,118,196,1,14,32,55
2018,49,Nayarit,112,699,2068,1613,0,47,46,85,0,41,48,108
2018,49,Nuevo León,72,966,2717,3675,4,159,132,304,1,70,114,133
2018,49,Oaxaca,23,413,1128,1491,3,81,88,161,1,22,34,76
2018,49,Puebla,28,582,1589,2429,2,104,99,285,0,20,27,52
2018,49,Querétaro,22,229,719,859,0,32,22,61,1,10,13,11
2018,49,Quintana Roo,34,265,850,1208,1,29,54,60,0,12,7,26
2018,49,San Luis Potosí,54,752,2422,3375,3,105,99,222,0,21,16,55
2018,49,Sinaloa,74,1164,3125,5282,11,261,244,495,4,98,114,202
2018,49,Sonora,31,467,1615,2287,1,143,106,258,4,36,65,153
2018,49,Tabasco,22,368,1060,1581,1,60,32,120,0,18,18,36
2018,49,Tamaulipas,95,1506,3609,5283,3,187,154,290,1,78,95,194
2018,49,Tlaxcala,10,136,515,558,1,36,27,65,0,5,9,25
2018,49,Veracruz,110,1346,4552,5865,8,322,294,611,6,75,110,165
2018,49,Yucatán,47,351,1413,2296,1,47,48,83,0,14,20,47
2018,49,Zacatecas,20,384,1165,1556,0,21,22,56,0,9,6,15
