Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2025,15,Aguascalientes,37,116,350,428,1,7,4,24,0,5,2,6
2025,15,Baja California,105,465,911,1482,4,19,8,44,4,9,19,24
2025,15,Baja California Sur,13,62,165,259,2,14,8,23,1,3,3,5
2025,15,Campeche,37,142,319,398,1,22,12,35,0,5,3,7
2025,15,Coahuila,41,212,509,678,5,22,20,75,1,16,23,25
2025,15,Colima,60,263,492,853,4,38,29,87,0,6,8,16
2025,15,Chiapas,72,220,744,925,2,23,20,46,0,3,5,10
2025,15,Chihuahua,137,514,1334,2335,6,61,66,160,3,17,35,50
2025,15,Ciudad de México,501,1773,4695,6561,6,32,29,114,0,7,8,31
2025,15,Durango,62,217,731,1180,6,62,55,112,0,12,9,19
2025,15,Guanajuato,104,354,1247,1715,9,30,41,45,0,4,8,19
2025,15,Guerrero,48,180,588,804,5,28,17,37,0,2,5,10
2025,15,Hidalgo,84,144,775,903,0,7,12,23,0,3,12,9
2025,15,Jalisco,120,785,1757,2763,13,105,107,189,2,23,32,43
2025,15,México,232,849,2344,3056,2,68,46,119,4,13,20,17
2025,15,Michoacán,138,538,1401,1752,10,76,62,103,1,12,11,30
2025,15,Morelos,68,187,647,840,1,28,28,105,1,4,8,17
2025,15,Nayarit,86,356,740,840,0,8,6,6,0,7,15,10
2025,15,Nuevo León,147,476,1263,1366,6,45,27,71,2,14,19,27
2025,15,Oaxaca,39,240,458,568,2,36,23,41,1,11,16,34
2025,15,Puebla,42,219,605,978,3,16,23,47,0,10,4,8
2025,15,Querétaro,23,82,295,374,0,4,3,18,0,0,1,5
2025,15,Quintana Roo,35,117,292,571,0,15,26,19,0,1,5,8
2025,15,San Luis Potosí,70,203,645,947,3,21,19,49,0,0,4,31
2025,15,Sinaloa,111,374,900,1718,12,72,88,127,2,20,25,53
2025,15,Sonora,68,202,585,1012,6,25,11,42,1,9,8,21
2025,15,Tabasco,92,413,768,1370,0,19,17,42,0,7,3,11
2025,15,Tamaulipas,99,224,668,1142,4,71,59,120,2,12,18,49
2025,15,Tlaxcala,25,93,309,447,0,3,3,9,0,1,0,3
2025,15,Veracruz,122,437,1437,1748,21,127,102,232,2,16,21,52
2025,15,Yucatán,121,340,952,1047,5,22,19,29,1,2,3,13
2025,15,Zacatecas,42,107,441,684,0,2,5,4,0,1,2,2
