Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2025,30,Aguascalientes,21,289,693,812,0,15,10,42,0,7,5,12
2025,30,Baja California,122,859,1972,3076,2,48,36,85,1,15,31,44
2025,30,Baja California Sur,24,116,306,522,0,32,16,34,1,4,7,8
2025,30,Campeche,23,258,653,816,7,56,25,70,0,9,5,12
2025,30,Coahuila,50,495,1167,1454,2,45,42,134,2,32,31,36
2025,30,Colima,58,549,1093,1695,4,67,56,166,2,12,20,21
2025,30,Chiapas,65,431,1627,1893,5,53,34,79,3,8,12,27
2025,30,Chihuahua,155,1176,3136,4732,10,123,144,306,3,42,77,97
2025,30,Ciudad de México,485,3659,10214,13966,12,75,61,238,0,16,25,56
2025,30,Durango,86,503,1723,2488,2,104,89,216,1,20,13,37
2025,30,Guanajuato,124,720,2562,3579,5,58,72,112,3,10,26,34
2025,30,Guerrero,96,462,1429,1609,1,51,44,80,2,7,15,20
2025,30,Hidalgo,69,354,1555,1825,4,24,30,41,1,7,21,17
2025,30,Jalisco,169,1728,4019,5960,13,216,219,389,2,40,69,105
2025,30,México,202,1581,4717,6148,14,125,123,235,2,24,39,36
2025,30,Michoacán,152,1066,2867,4212,12,116,110,246,1,21,21,47
2025,30,Morelos,62,409,1347,1716,8,71,76,175,1,9,15,27
2025,30,Nayarit,78,794,1553,1879,1,14,8,18,1,12,21,19
2025,30,Nuevo León,119,986,2674,3167,4,89,69,153,4,29,41,62
2025,30,Oaxaca,52,525,895,1156,1,57,37,92,0,14,23,61
2025,30,Puebla,44,457,1262,2289,5,59,63,138,1,14,11,24
2025,30,Querétaro,23,164,577,727,0,11,8,28,0,3,2,7
2025,30,Quintana Roo,22,213,596,1144,0,22,42,51,0,3,7,11
2025,30,San Luis Potosí,64,424,1314,2043,0,32,28,114,1,1,5,47
2025,30,Sinaloa,91,755,1874,3252,10,157,161,268,3,42,57,98
2025,30,Sonora,56,413,1266,2263,2,38,30,93,0,15,18,43
2025,30,Tabasco,57,865,1597,2826,0,42,44,97,0,10,5,29
2025,30,Tamaulipas,65,462,1403,2260,3,133,118,235,0,24,41,99
2025,30,Tlaxcala,16,158,563,986,0,7,9,38,0,2,1,6
2025,30,Veracruz,163,924,3061,3675,10,263,192,439,1,26,42,84
2025,30,Yucatán,113,724,2072,2186,6,52,44,73,0,4,8,17
2025,30,Zacatecas,38,274,1025,1575,2,7,10,9,1,4,3,7
