Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2015,07,Aguascalientes,22,74,146,13,0,5,1,1,0,0,2,0
2015,07,Baja California,23,28,94,218,0,4,6,31,1,1,6,15
2015,07,Baja California Sur,12,22,58,55,0,1,0,9,0,0,0,0
2015,07,Campeche,13,26,65,29,0,4,2,1,0,2,2,0
2015,07,Coahuila,40,55,158,154,7,12,15,43,0,5,4,7
2015,07,Colima,16,26,79,84,4,14,4,12,1,0,1,2
2015,07,Chiapas,26,57,177,82,2,9,6,11,1,5,0,4
2015,07,Chihuahua,96,191,398,240,0,3,9,30,0,0,2,6
2015,07,Distrito Federal,230,307,962,784,2,8,7,41,4,6,4,8
2015,07,Durango,51,92,267,71,0,3,3,4,0,0,0,5
2015,07,Guanajuato,5,7,55,20,0,1,1,4,0,0,0,1
2015,07,Guerrero,21,11,52,61,1,3,2,17,2,2,1,6
2015,07,Hidalgo,20,36,104,108,2,5,10,27,0,0,0,2
2015,07,Jalisco,115,143,402,141,8,17,17,8,2,1,4,3
2015,07,México,97,139,469,548,8,36,24,93,1,6,2,25
2015,07,Michoacán,44,82,252,185,0,5,6,30,1,0,3,11
2015,07,Morelos,21,40,185,135,0,6,8,1,0,2,6,1
2015,07,Nayarit,35,31,96,146,1,2,7,10,3,3,5,7
2015,07,Nuevo León,19,22,83,253,3,23,5,31,0,0,2,19
2015,07,Oaxaca,15,22,74,107,6,17,13,17,0,0,0,5
2015,07,Puebla,62,71,201,73,7,17,20,13,2,2,0,0
2015,07,Querétaro,12,17,42,12,1,1,2,3,0,0,0,0
2015,07,Quintana Roo,9,22,66,60,1,1,0,16,1,1,1,5
2015,07,San Luis Potosí,43,59,167,145,0,0,2,3,1,1,1,3
2015,07,Sinaloa,35,43,161,131,2,3,8,32,1,0,4,9
2015,07,Sonora,25,41,118,197,0,0,0,24,0,0,0,18
2015,07,Tabasco,16,21,80,93,1,2,4,9,1,1,0,1
2015,07,Tamaulipas,62,86,192,238,2,4,5,39,1,1,2,14
2015,07,Tlaxcala,9,2,16,1,3,4,1,0,2,1,2,0
2015,07,Veracruz,84,79,320,319,15,20,17,16,3,5,7,4
2015,07,Yucatán,34,15,81,112,2,1,2,13,3,0,4,5
2015,07,Zacatecas,26,31,90,75,0,1,0,5,0,0,0,0
