Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2020,05,Aguascalientes,43,32,99,99,0,6,4,8,1,0,5,2
2020,05,Baja California,96,89,213,335,8,12,12,22,1,4,4,3
2020,05,Baja California Sur,14,8,34,46,2,1,1,3,0,1,0,0
2020,05,Campeche,24,29,69,64,2,5,4,2,0,0,1,0
2020,05,Coahuila,46,31,95,85,7,7,11,22,2,3,2,8
2020,05,Colima,31,23,61,127,8,17,17,7,4,4,10,0
2020,05,Chiapas,23,17,67,121,3,7,9,12,2,0,3,3
2020,05,Chihuahua,182,246,524,834,14,17,29,43,4,3,13,27
2020,05,Ciudad de México,335,286,754,1309,11,24,13,148,2,6,5,14
2020,05,Durango,52,75,230,339,3,6,8,16,1,1,3,5
2020,05,Guanajuato,67,51,146,180,3,6,6,8,1,1,1,5
2020,05,Guerrero,37,25,64,130,0,0,3,11,2,1,2,0
2020,05,Hidalgo,72,35,173,158,2,4,4,9,0,1,4,4
2020,05,Jalisco,173,191,427,695,19,32,21,48,13,11,13,16
2020,05,México,167,103,325,517,9,21,12,46,0,2,2,9
2020,05,Michoacán,81,72,161,271,2,6,4,9,6,7,9,4
2020,05,Morelos,69,42,172,140,9,15,9,26,1,2,1,11
2020,05,Nayarit,142,114,290,360,0,1,4,8,1,1,1,10
2020,05,Nuevo León,82,70,205,318,6,18,9,28,6,8,11,17
2020,05,Oaxaca,43,25,74,145,6,14,5,12,0,3,1,3
2020,05,Puebla,45,44,97,219,6,10,7,14,1,2,0,6
2020,05,Querétaro,16,10,44,79,2,4,0,7,2,4,2,2
2020,05,Quintana Roo,46,29,107,86,0,1,1,3,0,1,0,1
2020,05,San Luis Potosí,40,64,121,217,5,9,8,11,3,3,3,4
2020,05,Sinaloa,81,90,243,307,15,21,22,41,5,14,12,17
2020,05,Sonora,32,25,80,106,4,12,4,13,2,2,5,10
2020,05,Tabasco,35,42,88,98,5,7,4,4,1,3,4,3
2020,05,Tamaulipas,74,106,235,425,3,7,5,14,6,9,7,8
2020,05,Tlaxcala,10,14,38,29,1,6,6,2,0,0,1,0
2020,05,Veracruz,123,127,369,454,24,36,26,51,9,9,9,21
2020,05,Yucatán,35,25,86,116,4,2,5,8,0,1,2,2
2020,05,Zacatecas,40,33,97,135,3,5,1,2,0,2,0,0
