Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2019,42,Aguascalientes,34,350,1027,1241,0,35,28,67,0,5,11,23
2019,42,Baja California,99,1008,2562,4089,3,110,103,192,0,52,98,83
2019,42,Baja California Sur,18,180,503,649,0,26,10,31,0,4,3,13
2019,42,Campeche,22,240,655,1155,3,25,20,53,1,10,13,20
2019,42,Coahuila,34,366,1041,858,1,110,89,43,3,40,45,11
2019,42,Colima,38,280,1079,1189,12,78,93,89,2,13,31,30
2019,42,Chiapas,27,233,758,1313,3,75,48,146,0,8,36,42
2019,42,Chihuahua,176,2531,6021,8752,7,221,210,459,4,85,151,167
2019,42,Ciudad de México,373,4283,11818,14547,10,617,581,696,1,63,103,171
2019,42,Durango,76,903,2991,3559,3,83,106,225,3,14,36,58
2019,42,Guanajuato,65,529,2007,2467,3,78,57,125,2,18,28,37
2019,42,Guerrero,34,409,1418,1355,3,40,35,76,0,7,11,24
2019,42,Hidalgo,59,471,1639,1780,0,55,48,109,0,23,25,26
2019,42,Jalisco,204,2083,5557,8513,18,344,285,754,10,77,169,256
2019,42,México,144,1641,5119,7386,17,278,205,336,2,41,62,83
2019,42,Michoacán,88,745,1953,3638,6,120,111,252,7,38,58,66
2019,42,Morelos,70,458,1643,1914,5,123,90,207,1,22,31,41
2019,42,Nayarit,113,895,2365,2075,1,51,32,80,5,44,58,78
2019,42,Nuevo León,90,955,2811,3169,4,141,128,250,3,50,80,148
2019,42,Oaxaca,32,342,1036,1348,5,62,65,141,0,17,33,43
2019,42,Puebla,47,724,1534,1866,5,67,83,184,2,11,21,40
2019,42,Querétaro,14,188,604,792,4,29,32,45,0,18,11,21
2019,42,Quintana Roo,25,271,960,917,3,24,13,70,0,9,14,16
2019,42,San Luis Potosí,56,584,1759,2703,6,67,56,186,1,19,28,31
2019,42,Sinaloa,121,862,2727,3776,10,200,195,444,4,79,124,180
2019,42,Sonora,45,393,1483,1843,3,102,72,206,2,33,55,85
2019,42,Tabasco,52,445,1454,1252,4,71,50,86,2,42,73,26
2019,42,Tamaulipas,72,1088,2585,4521,3,137,96,316,6,54,81,163
2019,42,Tlaxcala,9,114,516,568,1,35,22,57,2,6,8,12
2019,42,Veracruz,120,1449,4267,5130,15,325,278,541,3,72,123,162
2019,42,Yucatán,29,274,1132,1497,1,34,30,86,4,15,19,27
2019,42,Zacatecas,54,416,1174,1322,1,34,38,36,1,7,15,13
