Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2018,50,Aguascalientes,14,364,1083,2841,0,38,41,96,0,10,14,30
2018,50,Baja California,102,1326,3574,3681,8,129,120,187,4,37,66,90
2018,50,Baja California Sur,23,210,596,1022,3,21,18,37,0,8,7,18
2018,50,Campeche,17,339,963,1249,2,37,33,53,2,11,15,25
2018,50,Coahuila,14,283,663,1763,0,24,19,299,0,5,8,82
2018,50,Colima,30,321,1095,1297,2,48,50,108,1,10,21,28
2018,50,Chiapas,28,424,1154,1697,2,93,78,149,1,18,30,36
2018,50,Chihuahua,196,3010,7447,9681,12,259,284,505,6,62,139,241
2018,50,Ciudad de México,384,4648,12978,17219,40,510,491,497,9,80,139,215
2018,50,Durango,82,950,3268,4335,6,113,136,229,1,27,46,52
2018,50,Guanajuato,48,634,2262,2627,4,81,68,183,2,28,22,83
2018,50,Guerrero,31,394,1240,1840,0,46,36,160,0,9,18,49
2018,50,Hidalgo,35,482,1658,2282,1,67,60,150,1,17,16,54
2018,50,Jalisco,138,2689,7205,10388,20,450,421,925,4,145,153,276
2018,50,México,122,2232,6459,9556,8,227,186,478,3,42,57,135
2018,50,Michoacán,75,1220,3011,4289,6,145,142,256,1,30,41,53
2018,50,Morelos,42,530,1703,2323,7,134,122,201,1,15,32,58
2018,50,Nayarit,113,725,2155,1639,1,47,47,87,2,41,50,110
2018,50,Nuevo León,75,991,2767,3722,6,162,135,320,2,71,115,138
2018,50,Oaxaca,25,424,1152,1505,5,84,91,164,0,22,35,81
2018,50,Puebla,56,596,1633,2477,2,106,100,289,0,20,27,53
2018,50,Querétaro,27,235,740,873,1,33,22,62,2,10,15,11
2018,50,Quintana Roo,28,277,866,1224,0,29,54,63,1,12,8,26
2018,50,San Luis Potosí,52,761,2465,3441,1,106,99,227,1,21,17,56
2018,50,Sinaloa,76,1182,3183,5387,10,266,249,504,5,100,117,206
2018,50,Sonora,30,475,1637,2321,2,145,106,261,0,36,65,154
2018,50,Tabasco,19,370,1074,1603,0,60,32,122,2,19,19,36
2018,50,Tamaulipas,94,1541,3668,5392,7,189,159,300,4,79,98,198
2018,50,Tlaxcala,3,137,517,564,2,37,28,65,1,5,10,25
2018,50,Veracruz,143,1381,4686,5962,12,330,298,626,3,77,112,169
2018,50,Yucatán,32,357,1439,2334,2,48,49,84,5,16,23,48
2018,50,Zacatecas,29,389,1189,1581,1,22,22,56,0,9,6,15
