Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2018,10,Aguascalientes,48,139,340,507,2,7,6,14,0,0,5,5
2018,10,Baja California,89,203,572,546,3,17,13,36,2,5,10,18
2018,10,Baja California Sur,17,29,148,156,1,3,3,8,1,1,3,3
2018,10,Campeche,38,78,214,203,1,7,3,14,0,2,4,5
2018,10,Coahuila,26,40,141,247,0,7,4,60,0,2,3,12
2018,10,Colima,30,62,191,247,3,6,16,25,2,5,5,4
2018,10,Chiapas,40,74,196,369,12,25,17,19,1,2,6,4
2018,10,Chihuahua,165,457,1161,1584,12,41,53,86,3,12,19,29
2018,10,Ciudad de México,293,747,1962,3084,10,46,37,67,1,12,12,17
2018,10,Durango,98,190,601,867,7,22,21,34,1,4,7,6
2018,10,Guanajuato,83,107,443,439,4,14,12,28,2,5,5,21
2018,10,Guerrero,49,60,207,313,3,8,7,38,0,2,1,8
2018,10,Hidalgo,43,82,290,472,3,15,11,25,1,2,6,14
2018,10,Jalisco,253,517,1341,1804,10,66,82,156,4,32,15,47
2018,10,México,175,428,1112,1530,5,35,33,96,1,7,8,20
2018,10,Michoacán,85,198,477,748,8,24,25,37,4,6,8,11
2018,10,Morelos,48,71,232,450,4,19,23,28,3,5,11,11
2018,10,Nayarit,25,93,231,292,1,16,14,9,3,10,16,14
2018,10,Nuevo León,73,150,398,668,8,32,21,57,2,10,22,24
2018,10,Oaxaca,33,43,139,321,1,8,9,32,0,4,4,22
2018,10,Puebla,34,84,259,460,4,24,20,41,0,7,6,6
2018,10,Querétaro,23,25,96,141,3,3,3,17,2,4,4,6
2018,10,Quintana Roo,21,33,114,227,3,6,6,12,2,4,1,2
2018,10,San Luis Potosí,64,147,418,585,2,20,21,42,2,4,2,9
2018,10,Sinaloa,94,249,677,1001,5,40,43,96,4,18,28,54
2018,10,Sonora,35,65,265,490,4,26,18,45,5,5,11,38
2018,10,Tabasco,28,70,230,310,3,15,7,27,2,4,3,4
2018,10,Tamaulipas,98,277,791,958,9,39,26,46,5,18,16,39
2018,10,Tlaxcala,17,19,96,117,4,6,9,19,1,1,1,13
2018,10,Veracruz,130,240,796,1021,17,56,72,138,3,11,18,35
2018,10,Yucatán,39,60,234,337,2,14,8,16,1,3,2,16
2018,10,Zacatecas,18,57,154,244,5,5,6,11,2,1,2,1
