Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2015,33,Aguascalientes,31,400,883,405,0,16,12,7,0,2,8,1
2015,33,Baja California,59,297,1044,1622,3,54,54,156,1,23,36,69
2015,33,Baja California Sur,21,124,420,543,2,20,10,35,0,3,6,9
2015,33,Campeche,16,152,448,378,3,25,13,2,1,8,2,10
2015,33,Coahuila,34,199,691,1174,8,40,64,204,1,19,22,54
2015,33,Colima,13,141,472,543,1,35,27,79,0,4,6,8
2015,33,Chiapas,26,139,568,679,3,41,21,105,1,15,14,30
2015,33,Chihuahua,132,1005,2650,2561,8,52,66,232,0,15,26,65
2015,33,Distrito Federal,322,2561,7811,8501,11,136,136,138,2,35,44,81
2015,33,Durango,99,579,2067,1125,5,53,53,57,1,15,17,12
2015,33,Guanajuato,38,58,244,223,5,21,34,22,1,12,17,2
2015,33,Guerrero,15,268,849,74,1,49,27,13,1,12,11,0
2015,33,Hidalgo,43,219,749,942,6,31,50,125,1,6,3,17
2015,33,Jalisco,199,1281,3848,2191,15,242,204,149,5,57,70,42
2015,33,México,129,943,3204,3779,12,165,149,392,5,41,37,106
2015,33,Michoacán,79,489,1626,1547,6,54,73,166,0,10,12,55
2015,33,Morelos,57,303,1245,1486,2,84,84,133,1,12,30,35
2015,33,Nayarit,14,210,740,872,0,37,24,58,1,10,18,50
2015,33,Nuevo León,67,387,1329,476,5,117,98,23,4,15,53,2
2015,33,Oaxaca,24,187,448,738,6,88,67,99,0,21,23,20
2015,33,Puebla,76,383,1339,587,7,112,140,81,0,12,19,7
2015,33,Querétaro,15,112,436,254,1,22,21,9,2,6,8,2
2015,33,Quintana Roo,10,89,349,371,4,14,10,62,1,6,4,24
2015,33,San Luis Potosí,116,461,1475,1218,6,39,27,31,6,9,20,13
2015,33,Sinaloa,86,357,1467,1427,7,126,124,251,2,41,52,128
2015,33,Sonora,64,403,1371,1468,7,71,86,144,1,30,38,89
2015,33,Tabasco,47,194,714,807,4,22,19,71,0,10,4,13
2015,33,Tamaulipas,123,681,1433,1035,3,70,48,59,3,23,25,13
2015,33,Tlaxcala,14,78,274,98,0,24,12,22,0,3,8,2
2015,33,Veracruz,69,489,2135,1686,9,160,128,131,5,36,56,53
2015,33,Yucatán,16,197,749,824,1,37,34,92,1,10,30,42
2015,33,Zacatecas,19,145,497,623,0,6,9,13,2,5,8,2
