Anio,Semana,Entidad,Casos_semana_Depresión,Acumulado_hombres_Depresión,Acumulado_mujeres_Depresión,Acumulado_anio_anterior_Depresión,Casos_semana_Parkinson,Acumulado_hombres_Parkinson,Acumulado_mujeres_Parkinson,Acumulado_anio_anterior_Parkinson,Casos_semana_Alzheimer,Acumulado_hombres_Alzheimer,Acumulado_mujeres_Alzheimer,Acumulado_anio_anterior_Alzheimer
2016,07,Aguascalientes,40,63,188,223,0,2,5,6,0,1,2,2
2016,07,Baja California,43,64,216,306,4,13,9,31,4,8,7,14
2016,07,Baja California Sur,14,27,61,98,0,6,4,1,2,4,1,0
2016,07,Campeche,12,19,84,73,1,5,3,4,0,0,1,0
2016,07,Coahuila,32,19,60,212,7,3,8,27,0,1,0,9
2016,07,Colima,30,41,157,105,2,19,6,18,0,2,0,1
2016,07,Chiapas,20,23,89,234,3,13,9,15,2,6,3,5
2016,07,Chihuahua,149,273,602,589,6,30,14,12,0,8,9,2
2016,07,Distrito Federal,380,472,1470,1369,12,34,35,16,2,12,14,10
2016,07,Durango,88,159,435,473,9,16,13,27,1,5,8,6
2016,07,Guanajuato,27,40,139,58,8,14,8,2,0,4,0,0
2016,07,Guerrero,37,27,122,131,4,7,6,23,2,3,3,7
2016,07,Hidalgo,18,42,105,160,1,13,9,15,2,1,3,0
2016,07,Jalisco,126,248,677,542,13,56,57,34,0,5,21,4
2016,07,México,113,157,582,609,13,47,40,60,0,5,9,8
2016,07,Michoacán,49,70,245,334,3,13,10,11,0,3,4,3
2016,07,Morelos,56,51,211,254,10,21,14,30,1,0,1,15
2016,07,Nayarit,29,28,123,127,6,11,6,9,0,0,3,8
2016,07,Nuevo León,56,81,242,105,8,15,13,28,3,8,8,2
2016,07,Oaxaca,40,37,124,149,17,27,18,40,1,2,5,2
2016,07,Puebla,57,79,225,364,2,16,21,64,1,4,4,7
2016,07,Querétaro,13,30,98,137,0,5,2,6,0,0,1,6
2016,07,Quintana Roo,26,65,93,107,1,5,4,7,0,1,1,3
2016,07,San Luis Potosí,43,62,197,317,3,7,6,23,1,2,3,8
2016,07,Sinaloa,94,113,390,384,13,48,46,53,6,16,10,23
2016,07,Sonora,55,63,262,304,5,17,14,24,2,7,16,15
2016,07,Tabasco,31,47,114,133,4,8,5,12,0,2,4,3
2016,07,Tamaulipas,92,160,289,278,6,12,18,9,4,6,9,3
2016,07,Tlaxcala,6,12,38,18,3,6,7,5,0,0,3,3
2016,07,Veracruz,69,117,388,351,11,24,38,33,3,7,15,11
2016,07,Yucatán,15,31,87,183,1,5,2,9,0,5,4,14
2016,07,Zacatecas,11,11,69,121,1,5,0,1,1,4,0,0
